slno,keywords_in_comments
30824,"king,dasa,son,author"
30826,"vertebrae,neck,joints"
30827,
30828,work
30829,work
30830,work
30831,"da,-,f.,rahasya,work"
30832,"Name,work"
30833,"Name,work"
30834,work
30835,"Name,work"
30836,work
30837,work
30838,
30839,work
30840,
30841,
30842,
30843,river
30844,"son,vat,father"
30846,
30847,BhP.
30848,
30849,
30850,wife
30851,work
30852,work
30853,work
30854,teacher
30855,
30856,author
30857,
30858,prince
30859,"Pāṇ,."
30860,work
30861,
30862,-hridaya
30863,
30864,work
30865,work
30866,"month,festival"
30867,litany
30868,work
30869,work
30870,
30871,author
30872,
30874,work
30875,MBh
30876,poem
30877,MBh
30878,author
30879,man
30880,
30881,
30882,
30883,shBr
30885,
30886,Buddh
30887,
30888,"kind,L."
30889,work
30890,
30891,raja
30892,
30893,author
30894,
30895,work
30896,work
30897,
30898,"pradohani,man"
30899,
30900,MBh
30901,work
30902,work
30903,work
30904,work
30905,chapter
30906,MBh
30908,prince
30909,
30910,MBh
30911,son
30913,"Name,town,city,bhaga"
30914,"Name,work"
30915,"victory,drama,m.,°,Name"
30916,"Name,mountain,°,peak"
30917,work
30918,"pradyumnacArya,Name"
30919,"joy,Name,pradyumnānanda,°"
30920,
30921,"pradyumnāByudaya,pradyumnaByudaya,m.,rise,°,Name"
30922,"deeds,Name,pradyumnottara,poem"
30923,"story,Name,tale,°"
30924,love
30925,"MBh,wife"
30926,man
30927,"daughter,prob,MBh,prādhā"
30928,"king,MBh"
30929,Tantr
30930,
30931,
30932,
30933,son
30934,man
30935,"work,-,Name,mithya-,panca,pañca,pra"
30936,"work,-,n.,mithya-,panca,pañca,pra"
30937,"work,-,m.,Name,mithya-,panca,pañca,pra"
30938,work
30939,work
30940,work
30941,work
30942,
30943,
30944,man
30945,work
30946,
30947,texts
30948,work
30949,work
30950,
30951,work
30952,MBh
30953,work
30954,work
30955,"Name,cf,biography"
30956,
30957,MBh
30958,"plant,substitute"
30959,work
30960,work
30961,
30962,
30963,son
30965,work
30966,MBh
30967,"vālikā,woman"
30968,
30969,teacher
30970,work
30971,"Name,moonlight,f.,candrikā,works,bodha,sev"
30972,"drama,m.,Name,works,rise,bodha,sev,candrodaya,moon"
30973,"work,saMgraha,m.,Name,bodha,candrodaya,pra"
30974,"Name,pra,bodha,work"
30975,work
30976,work
30977,work
30978,work
30979,"work,m.,bodha,Name,pra"
30980,"m.,ratnakara,bodha,work,pra"
30981,"pra,f.,bodha,vatī"
30982,"work,pra,bodha"
30983,"m.,sudhakara,bodha,work,pra"
30984,"work,f.,bodha,sukti,Name,pra"
30985,"m.,dhananda,Name,bo,author"
30986,"work,cf"
30987,work
30988,
30989,
30990,
30991,
30993,"works,sev"
30994,
30996,work
30997,king
30998,minister
30999,scholar
31000,"deity,statue"
31001,
31002,MBh
31003,teacher
31004,
31005,
31006,work
31007,
31008,work
31009,
31010,
31012,"Name,drama"
31013,
31014,
31015,
31016,"son,sun"
31017,"mother,MBh"
31018,son
31019,MBh
31021,"race,rishis,MBh"
31022,"m.,coast,place,pilgrimage,MBh"
31023,
31024,work
31025,work
31026,
31027,
31029,"years,year,cycle"
31030,kevalins
31031,kevalins
31032,chapters
31033,son
31034,deity
31036,Pancar
31037,Pancar
31038,work
31039,"teacher,Yoga"
31040,poetess
31041,work
31042,work
31043,work
31044,descendant
31045,
31046,hymn
31047,sev
31048,"N.,.,others,king"
31049,MBh
31051,"mother,wife"
31052,shiva
31053,shiva
31054,
31055,shiva
31057,"weapons,formula"
31058,
31059,"son,brother"
31060,"son,rāṣṭra,MBh"
31062,
31063,"years,year,cycle"
31065,MBh
31066,"stages,6th"
31067,
31069,man
31070,city
31071,kinds
31072,"mother,MBh,wife"
31073,
31074,"years,nathin,year,cycle"
31075,"sage,MBh"
31076,"rishi,Ṛṣi"
31078,work
31079,"fig,bank,MBh,tree"
31080,
31081,work
31082,work
31083,
31084,work
31085,work
31086,work
31087,work
31088,work
31089,
31090,work
31091,work
31092,
31093,work
31094,work
31095,work
31096,
31097,work
31098,work
31099,work
31100,work
31101,
31102,work
31103,work
31104,work
31105,work
31106,work
31107,"Name,f.,work,sāra"
31108,"work,sāra"
31109,"siddhi,m.,man"
31110,"m.,Name,pramanadarSa,drama"
31111,"work,pramanadi,pramāṇādi,nirUpaRa"
31112,"work,pramāṇādi,f.,prakASikA,pramanadi,Name"
31113,"m.,teacher,mita"
31114,"mi,f.,metre"
31115,"gods,tāBa,mi,m.,splendour,class,antara,Name"
31116,work
31117,work
31118,work
31119,work
31120,work
31121,work
31122,work
31123,
31124,
31125,work
31126,work
31127,work
31128,work
31130,"women,woman,kingdom,A.,sovereign"
31131,"eyes,demon,faintness"
31132,texts
31133,"m.,Name,rishi,MBh"
31134,"m.,rishi,mu,Name,MBh"
31135,"m.,rishi,mu,Name,MBh"
31136,"m.,oblations,prayers,homa,mucyamāna"
31137,
31138,perfections
31139,prince
31140,metre
31141,"MBh,attendant"
31143,
31144,man
31145,
31146,
31147,
31148,
31149,
31150,Suryapr
31151,demon
31152,MBh
31154,mountain
31156,
31157,
31158,MBh
31159,
31160,man
31161,"q.v,chapter"
31162,
31163,men
31164,
31165,
31166,work
31167,work
31168,
31169,forest
31170,work
31171,
31172,
31173,
31174,"authors,Name,trayah"
31175,
31176,
31177,"town,work"
31178,"Name,work"
31179,work
31180,MBh
31181,
31182,shBr
31183,work
31184,
31185,work
31186,work
31187,work
31188,work
31189,work
31190,work
31191,work
31192,work
31193,work
31194,work
31195,work
31196,work
31197,work
31198,work
31199,work
31200,work
31201,
31202,work
31203,work
31204,work
31205,work
31206,work
31207,work
31208,
31209,
31210,work
31211,work
31212,work
31213,work
31214,work
31215,work
31216,work
31217,work
31218,
31219,
31220,
31221,
31222,descendant
31223,MBh
31225,MBh
31227,"m.,Name,pralamba"
31228,"slayer,pralamba"
31229,"man,m.,pralamba,bāhu,bahu"
31230,"m.,crusher,pralamba"
31231,"bhuja,m.,pralamba"
31232,"slayer,pralamba"
31233,"m.,MBh,slayer,pralamba"
31234,"m.,hantri,slayer,MBh,pralamba"
31235,m.
31236,"m.,Name,prince,belly"
31237,mountain
31238,
31239,syllable
31240,Pañcat
31241,descendant
31242,
31243,work
31244,
31245,
31246,
31247,"gods,messenger,friend"
31249,"water,sweetness,river,MBh"
31250,prince
31251,town
31252,metre
31253,
31254,"cf,-bhupati,princes,-bhūpati"
31255,"prince,sena"
31256,
31257,"Br,shrS."
31258,work
31259,work
31260,work
31261,work
31262,"sopasTAna,va,work"
31263,"prayoga,work,m."
31264,"m.,work,viDi"
31265,"prAyaScitta,Name,n.,haviryajYa,work,va"
31266,"son,MBh"
31267,"planets,motion,winds,MBh"
31268,"fire,tongues"
31269,"karnâmrita,chapter"
31270,"attendants,MBh"
31271,people
31272,"shBr,man"
31275,
31276,daughter
31277,
31278,
31279,
31280,
31281,
31282,"shravishtha,mother,prob"
31283,work
31284,"son,vīra,-"
31285,"son,MBh"
31287,MBh
31288,
31289,
31290,sev
31291,work
31292,work
31293,work
31294,work
31295,work
31296,work
31297,
31298,work
31299,
31300,
31301,"shakha,śākhā,shBr,ŚBr"
31302,work
31303,
31304,work
31305,work
31306,
31307,demon
31308,
31309,metre
31310,place
31311,work
31312,mountain
31313,"river,MBh"
31314,"serpent,demon,MBh"
31315,man
31317,"river,MBh"
31318,"writer,work,author"
31319,man
31320,work
31321,author
31322,work
31323,
31324,"tikā,letter,guide,writing"
31325,work
31326,work
31327,"work,(="
31328,
31329,"Sah,."
31330,son
31331,MBh
31332,work
31333,weapon
31334,
31335,
31336,man
31337,
31338,
31339,
31340,"feet,hands,embryo,Buddh,stage,formation"
31341,
31342,man
31343,
31344,"son,prince,sushruta,-"
31345,
31346,work
31347,work
31348,work
31349,work
31350,work
31351,
31352,work
31353,work
31354,work
31355,work
31356,work
31357,work
31358,work
31359,work
31360,work
31361,work
31362,work
31363,work
31364,work
31365,work
31366,
31367,work
31368,work
31369,work
31370,work
31371,work
31372,work
31373,work
31374,work
31375,work
31376,work
31377,
31378,
31379,work
31380,work
31381,work
31382,work
31383,work
31384,work
31385,work
31386,work
31387,work
31388,work
31389,work
31390,
31391,work
31392,work
31393,work
31394,work
31395,work
31396,"m.,Name,work,prashna"
31397,"work,m.,prashna,Name,sarodDAra"
31398,"m.,work,sudhakara,prashna"
31399,"work,prash,f.,°,Name"
31400,"work,f.,°,prash"
31401,"work,prashnottara,n."
31402,"Name,prashnottara,f.,work"
31403,"Name,prashnottara,f.,work"
31404,"work,prashnottara"
31405,"ratna,work,f.,prashnottara,Name"
31406,"Name,prashnottara,ratnAvalI,work"
31407,"m.,Name,prashnopadeSa,work"
31408,work
31409,son
31410,
31411,man
31412,
31413,
31414,
31415,prince
31416,drama
31417,prince
31418,
31419,drama
31420,
31421,
31422,son
31423,work
31424,
31425,
31426,"son,MBh"
31427,
31428,"variety,metre"
31429,"son,prince,father"
31430,"son,prince"
31431,MBh
31432,
31433,
31434,"daughter,wife"
31435,
31436,work
31437,
31438,"sons,class,MBh"
31439,
31440,"son,prince"
31442,"sev,MBh,princes,sovereign"
31443,"patr,rishi,author"
31444,man
31445,"son,prince,BhP."
31446,work
31447,work
31448,
31449,
31450,
31451,work
31452,"assistant,MBh,shrS."
31453,work
31454,work
31455,
31456,cara
31457,"son,prince,prob,prastava"
31458,work
31459,work
31460,monkey
31461,river
31462,"Name,work"
31463,work
31464,work
31465,
31466,
31467,vessels
31468,
31469,"place,rise,MBh,shrS."
31470,man
31472,
31473,
31475,comedy
31476,
31478,
31479,
31481,prāsāha
31482,MBh
31484,work
31485,
31486,
31487,
31489,cf
31490,subdivisions
31491,son
31492,prince
31493,man
31494,
31495,"patr,TBr,father,chief"
31497,"son,°,king,MBh"
31499,
31500,work
31501,work
31502,work
31503,work
31504,work
31505,"brother,poet"
31506,
31507,
31509,"son,pra,MBh,cinvat"
31510,MBh
31512,
31513,poet
31514,"GṛS.,sage"
31519,MBh
31522,work
31524,"subdivisions,praBfta,chapters,prāBfta"
31525,
31526,work
31527,"works,sev"
31528,work
31529,work
31530,work
31531,work
31532,work
31533,work
31534,"m.,Name,work"
31540,"ākṣiptikā,house,f.,person,entrance,stage,airs"
31541,"shlishta,kind,prak,shl,combination,short,Name"
31542,wife
31543,
31545,
31549,
31550,
31552,son
31553,
31554,Pañcat
31556,"Name,man"
31557,work
31558,work
31559,work
31560,work
31561,work
31562,work
31563,work
31564,work
31565,"Name,work"
31566,work
31567,work
31568,work
31569,work
31570,
31571,work
31572,work
31573,work
31574,work
31575,work
31576,
31577,work
31578,work
31579,work
31580,work
31581,work
31582,work
31583,"m.,work,sahitya,prakrita"
31584,"prakrita,Name,f.,work"
31585,"prakrita,work"
31586,"work,setu,m.,prakrita,Name"
31587,"work,m.,prākṛtāDyAya,prakritaDyAya,Name"
31588,"work,m.,prakri,°,tānanda,Name"
31589,"Name,f.,work"
31591,"MBh,people"
31592,"teacher,shankhshr"
31593,"m.,Name,man"
31594,"place,Name,f."
31595,"m.,prajala,school"
31596,v
31598,
31599,
31600,"confluence,MBh"
31601,
31603,verse
31604,
31605,observance
31606,work
31607,
31608,
31609,plant
31610,MBh
31611,work
31612,work
31613,work
31614,work
31615,
31616,work
31617,"country,kama,rupa"
31618,MBh
31619,"environs,city,people"
31620,"city,MBh"
31621,MBh
31622,
31623,mansions
31624,mountain
31625,
31626,
31627,family
31628,
31629,work
31630,
31631,"rishi,tamas,MBh"
31632,author
31633,kaumudī
31634,
31636,"Name,man"
31638,"teacher,shBr,ŚBr"
31640,school
31641,"sutras,sūtras"
31642,man
31643,teacher
31644,"hymn,praise,shiva"
31645,work
31646,hymns
31647,man
31648,"prācya,chanters,pracya"
31649,people
31651,"bhrityah,m.,school,bhrit,bhṛt"
31653,"half,Name,month,day"
31654,"Name,letter"
31656,"m.,Name,man"
31657,"m.,authors,Name"
31658,vessels
31659,"work,Name,f.,rites"
31660,"m.,mixture"
31661,Name
31663,"m.,Name,man"
31664,"m.,Name,author,miSra"
31665,
31666,"heresiarch,controversy,shamkara"
31667,"works,author"
31668,"m.,praRa/—nArAyaRa,king,rupa,Name"
31669,"m.,Name,dada"
31670,work
31671,work
31672,work
31673,work
31674,"work,Name"
31675,"shBr,bricks"
31676,A.
31677,hell
31678,"m.,work"
31679,"m.,Name,viDi,work"
31680,"work,Name"
31681,
31682,"poem,Name,n."
31683,"Yājñ,m.,recaka,exercises,puraka,Name,breath"
31684,"12th,writings,prāRAvAya,n."
31685,"Name,breath"
31686,"prAyaScitta,work,n."
31687,"Name,subdivision"
31689,"Name,prAyaScitta,work,n."
31690,man
31691,work
31692,work
31693,work
31694,work
31695,work
31696,
31697,work
31698,work
31699,work
31700,work
31701,work
31702,work
31703,work
31704,"Name,work"
31705,
31706,work
31707,
31708,work
31709,"river,MBh"
31710,MBh
31711,man
31712,work
31716,
31719,"teacher,bodha,prati"
31721,Buddh
31723,
31724,man
31726,
31728,"son,MBh,shama,wife"
31730,"works,sev"
31731,"kadamba,Name,work"
31732,"m.,Name,work"
31733,"m.,work"
31734,"Name,work"
31735,"work,kArikA,f."
31736,work
31737,work
31738,"m.,Name,work,krama"
31739,"Name,work"
31740,"granTa,work,m."
31741,"Name,f.,work"
31742,"m.,work,cintAmaRi"
31743,work
31744,"m.,Name,work"
31745,"dIpikA,work,f."
31746,work
31747,"m.,Name,work,nirRaya"
31748,work
31749,"Name,work"
31750,"m.,work"
31751,"Name,prakaraRa,work,n."
31752,"m.,prakASa,Name,work"
31753,"m.,Name,work"
31754,"m.,Name,work"
31755,"pradIpikA,Name,work"
31756,"prayoga,work,m."
31757,"work,n."
31758,work
31759,"m.,work"
31760,"m.,Name,work"
31761,work
31762,"m.,mArtaRqa,Name,work"
31763,"muktAvalI,work"
31764,"work,m.,muktAvalI,prakASa,Name"
31765,work
31766,"ratna,Name,f.,work"
31767,work
31768,work
31769,work
31770,"m.,work,viDi"
31771,"m.,Name,work,vinirRaya"
31772,"m.,work"
31773,work
31774,"m.,Name,work"
31775,work
31776,"work,dvayī,f.,dvayi"
31777,"prAyaScitta,Name,work,n."
31778,"m.,Name,work"
31779,"Name,work,n."
31780,"m.,Name,work"
31781,"m.,Name,work,saMgraha"
31782,"m.,work,samuccaya"
31783,"m.,Name,work"
31784,"work,f."
31785,"m.,Name,work,saMgraha"
31786,work
31787,"work,suDAniDi"
31788,"work,f."
31789,"work,n."
31790,"setu,Name,m.,work"
31791,work
31792,"m.,Name,work"
31793,"work,f."
31794,"work,n.,ttAdi,Name,godAna"
31795,"m.,Name,work,saMgraha"
31796,"prāyaS,work,m.,ci,Name"
31797,"m.,Name,work,ttADyAya"
31798,"work,n."
31799,"work,m.,ci,ttAparArka,Name"
31800,"work,m.,cit,°,Name"
31801,"work,saMgraha,m.,cit,°,Name"
31802,"Name,cit,f.,work"
31803,"m.,Name,work"
31804,"m.,Name,work"
31805,"Name,plant"
31806,people
31807,"work,prayers"
31809,"m.,(=,district,vāra,Name,MBh"
31810,"district,Name,MBh"
31811,MBh
31812,MBh
31813,"teacher,shBr,ŚBr"
31814,man
31815,
31816,work
31817,work
31818,"letters,combination,prasada,formula"
31819,work
31820,work
31821,
31822,
31823,
31824,daughter
31826,
31828,woman
31829,man
31830,
31832,MBh
31833,woman
31834,prince
31836,
31838,princess
31840,
31841,"mālā,author"
31842,
31843,
31844,author
31845,
31846,
31847,MBh
31848,
31849,
31850,
31851,"descendant,rishi,hymns,author"
31853,"accord,prīyamāṇa"
31854,"king,rūpā,son,rupa"
31856,
31857,
31858,merchant
31859,author
31860,man
31861,author
31862,author
31863,A.
31864,Vrishabhan
31865,author
31866,
31867,MBh
31869,"flower,shish"
31870,country
31871,wife
31872,author
31873,
31874,13th
31875,authors
31876,"Vāsav,village"
31877,preceptor
31878,wife
31879,love
31880,A.
31881,work
31882,poem
31883,author
31884,king
31885,"sev,authors"
31886,work
31887,work
31888,work
31889,work
31890,
31891,
31892,work
31893,prince
31894,"names,ambrosia,list,love,works,sev,Name"
31895,"work,sAgara,m.,Name,premendu"
31896,"m.,Name,work"
31897,Name
31899,"f.,vatī"
31900,"MBh,people"
31901,"m.,ordinance,Name"
31902,"m.,Name,work,nirRaya"
31903,"m.,Name,work,nirRaya"
31904,"m.,d"
31905,"dIpikA,work,f."
31906,m.
31907,"m.,Name,work"
31908,"Name,f.,goddess"
31909,chapter
31910,"work,f."
31911,"m.,chapter"
31912,"stone,Name,pinda"
31913,"m.,Name,way,hell"
31914,
31915,
31916,BhP.
31917,"p.,man"
31918,
31920,
31921,
31924,"m.,Name,work"
31925,"Name,work"
31926,shBr
31927,°
31928,man
31929,
31930,"GrishrS.,MBh"
31931,man
31933,"keepers,treasure"
31934,
31936,"m.,Name,music"
31937,"Name,shaktas"
31938,"exploits,Vallabhâcārya,adolescence,work,titles"
31939,"m.,Name,work,saMgraha"
31940,f.
31941,"work,worship,m.,Name,seasons"
31942,"works,f."
31943,work
31944,"work,n."
31945,"m.,Name,work"
31946,man
31947,"river,MBh"
31948,river
31949,MBh
31950,"place,pilgrimage"
31951,m.
31952,"fig,source,tree,king,place,Name,prasravaṇa"
31953,"fig,source,m.,raj,tree,king,rāj,A.,place,Name"
31954,"fig,source,m.,tree,king,raja,place,Name,MBh"
31955,"prob,river,MBh"
31956,river
31957,MBh
31958,shrS.
31962,man
31964,man
31966,
31967,
31968,charioteer
31970,BhP.
31971,"years,year,cycle"
31972,
31973,author
31974,work
31975,work
31976,man
31977,
31978,"number,shrutab"
31979,"Name,tongue,śatāvarī,plants"
31980,"m.,serpent,couch,ga"
31981,
31982,Name
31984,m.
31985,"serpent,phanindra,king,Name,MBh"
31987,"m.,Name,dreSvara,rāgas"
31988,"cf,m.,Cat,phaniSa,phaṇīSa"
31989,
31990,
31991,"Cat,river"
31992,work
31993,Cat
31994,Cat
31995,city
31996,work
31997,place
31998,MBh
31999,work
32000,works
32001,"works,sev"
32002,work
32003,
32004,"p,city"
32005,work
32006,work
32007,
32008,work
32009,work
32010,form
32011,
32012,
32013,MBh
32014,"cf,pura,town,east,phala"
32015,"forest,MBh"
32016,"N.,others,place"
32017,
32019,
32020,"Pāṇ,."
32021,saint
32022,town
32023,work
32024,
32025,
32026,
32027,mountain
32028,
32029,"river,MBh"
32030,"place,bathing"
32031,"(=,river"
32032,man
32033,poetess
32034,"m.,-svamin,temple,man"
32035,
32036,man
32037,
32038,
32039,woman
