slno,keywords_in_comments
28907,work
28908,work
28911,"daughter,vat,MBh,wife"
28913,"district,Name,esp,districts"
28914,"m.,Name,°,son"
28915,"son,Name,°"
28916,"sev,father,men"
28917,
28918,"poem,Name,drama"
28919,work
28920,work
28921,work
28922,
28923,"GaṇP.,chapter"
28924,
28925,
28926,"BrahmaP.,chapter"
28927,work
28928,work
28929,drama
28930,"mountains,ruling,MBh"
28931,"prince,mountaineers,MBh"
28932,"stone,VS,mill"
28933,teacher
28934,"servant,sarpiṇī,Arhat"
28935,author
28936,author
28937,"teacher,predecessor"
28938,work
28939,work
28940,work
28941,work
28942,work
28943,work
28944,work
28945,work
28946,
28947,posture
28948,
28949,
28950,teacher
28957,work
28958,work
28959,work
28960,work
28961,work
28962,
28963,teacher
28964,"plant,kunti"
28965,"divinity,MBh"
28966,"serpent,race,demon,MBh"
28968,author
28969,"dynasty,countries"
28970,"cf,poet"
28971,"poem,°"
28972,sev
28973,
28974,"son,prince,vrit"
28976,MBh
28977,son
28978,"dhanvan,sage,bhu,kareṇu,bhū,tari"
28980,"work,cf"
28981,
28982,"Pāṇ,."
28983,man
28984,ceremony
28985,work
28986,work
28987,
28988,
28992,"Agni,TBr,son"
28993,"fire,words,number"
28994,shrS.
28997,
28998,MBh
29000,
29002,"river,MBh"
29003,"m.,GrishrS.,mAna"
29004,sev
29007,Buddh
29009,man
29010,
29011,
29012,
29013,"keralī,work,pāśākevalī"
29014,man
29015,MBh
29017,MBh
29018,work
29019,
29020,
29022,
29023,work
29024,work
29025,
29026,chapter
29027,
29028,
29029,work
29030,work
29031,work
29032,work
29033,work
29034,comedy
29035,
29036,place
29037,
29038,
29039,Name
29040,faces
29042,
29043,"race,MBh"
29045,"river,MBh"
29046,
29047,man
29048,man
29049,man
29050,"attendants,sun"
29052,
29053,"MBh,woman"
29055,
29056,MBh
29057,
29058,
29059,
29061,
29063,
29064,MBh
29065,
29066,man
29067,treasure
29068,GriS.
29070,
29071,
29073,teacher
29074,
29075,"work,metrics"
29076,"Comm,work"
29077,"Comm,work"
29078,work
29079,work
29080,work
29081,
29082,work
29083,
29084,work
29085,
29086,work
29087,work
29088,work
29089,work
29090,work
29091,
29092,work
29093,work
29094,work
29095,"m.,Name,dIpa,work"
29096,"work,f."
29097,work
29098,
29099,work
29100,MBh
29102,woman
29103,mountain
29104,MBh
29105,"river,MBh"
29106,man
29107,man
29108,
29110,
29111,man
29112,man
29113,work
29114,work
29115,work
29116,work
29117,work
29118,work
29119,"serpent,demon,MBh"
29120,
29121,MBh
29122,MBh
29124,"place,bathing,MBh"
29125,
29126,woman
29127,man
29128,man
29129,Name
29130,"earth,pati,sky"
29131,"earth,q.v"
29132,
29133,
29134,
29135,
29136,
29137,work
29138,man
29139,
29140,chapter
29141,man
29142,work
29143,"mansion,°"
29144,
29145,
29146,work
29147,work
29148,work
29149,
29150,work
29151,work
29152,work
29153,MBh
29154,MBh
29155,MBh
29156,MBh
29157,
29158,
29159,
29160,rites
29161,
29162,work
29163,
29164,"body,ear,aperture"
29165,
29166,
29168,work
29169,"place,pilgrimage,MBh"
29170,work
29171,chapter
29172,"m.,substances,bile,enemy,plants,sev"
29173,man
29174,"m.,man"
29175,"m.,preserver,shiva,MBh"
29176,"m.,Name,°"
29177,"m.,°,pin"
29178,"m.,°"
29179,
29180,MBh
29182,
29183,chapter
29184,
29185,mountain
29186,"ceremony,day,f.,honour"
29187,work
29188,metre
29189,metre
29190,"mouthfuls,moon,kind,day"
29191,son
29192,
29193,river
29194,deity
29195,"m.,teacher"
29196,"shivaP.,pippalada,n."
29197,"m.,Name,work"
29198,"work,f."
29199,"work,pippalada,n."
29200,"work,f."
29201,river
29202,
29203,man
29204,man
29205,teacher
29206,
29207,river
29208,"treatment,kind,quantity,grains,pepper"
29209,"treatment,kind,quantity,grains,pepper"
29210,man
29211,demon
29212,
29213,river
29214,
29215,poet
29216,man
29217,disciple
29218,demon
29219,demon
29220,demon
29221,demon
29222,
29223,"serpent,demon,MBh"
29224,
29225,attendant
29226,"times,children"
29227,
29228,"mother,daughter"
29229,
29230,work
29231,
29232,
29233,
29234,chapter
29235,"place,bathing"
29236,
29237,river
29238,village
29239,
29240,
29241,"cf,river"
29242,
29243,demon
29244,
29246,river
29247,
29248,man
29249,work
29250,work
29251,work
29252,work
29253,work
29254,
29255,
29256,festival
29257,"serpent,demon"
29258,"temples,pieces,discus,limbs,spots"
29259,
29261,work
29262,work
29263,work
29264,ceremony
29265,work
29266,work
29267,work
29268,"ṣṭhāna,city"
29269,
29270,
29271,
29272,deity
29273,"Name,town"
29274,MBh
29275,Git
29276,"śarman,authors,men,sev,sharman"
29277,
29279,builder
29280,"deity,mother"
29281,"hips,f.,nitamba,Name,metre"
29282,"nectar,Name,drop"
29283,"f.,works,°,n,sev,stream"
29284,"poem,stream,Name,n"
29285,"m.,Name,sea,works,sev,n"
29286,"daughter,Barhi,wife"
29288,
29290,daughter
29291,
29292,
29293,district
29294,mountain
29295,
29296,tree
29297,
29299,"MBh,GriS."
29300,work
29301,
29302,
29303,
29304,poet
29305,
29306,"t,rama,°,place,pilgrimage"
29307,"kind,woman"
29308,work
29309,work
29310,work
29311,work
29312,work
29313,work
29314,work
29315,work
29316,work
29317,
29318,"W.,mountain"
29319,MBh
29320,
29321,man
29322,
29323,
29324,
29325,
29326,
29327,metre
29329,man
29330,man
29331,woman
29332,"jāti,vicāra,author"
29333,MBh
29334,MBh
29336,MBh
29338,poet
29339,
29340,town
29341,work
29342,
29343,mountain
29344,work
29345,author
29346,"Name,MBh"
29348,drug
29349,work
29350,work
29351,"puṇḍarīkekzaRa,m.,pundarikekzaRa,Name,MBh"
29352,town
29353,MBh
29354,"son,ancestor,MBh"
29355,"mountains,city,vat"
29356,mountain
29357,"Name,town,cf"
29358,town
29359,work
29360,work
29361,"sev,plants"
29362,poet
29363,poet
29365,MBh
29366,daughter
29367,work
29368,"shape,man"
29369,MBh
29370,
29371,
29372,
29373,
29374,
29375,man
29376,"attendants,MBh"
29377,
29378,work
29380,
29381,garden
29382,"king,vatī"
29383,forces
29384,
29385,patriarch
29386,author
29387,man
29389,country
29390,
29391,city
29392,prince
29393,man
29394,
29395,
29396,MBh
29397,
29398,
29399,
29400,
29401,
29403,man
29404,"m.,Name,father"
29405,town
29406,"m.,Name,author"
29407,"m.,Name,demon,virtue"
29408,"work,m.,puṇyāha/—prayoga,punyaha/—prayoga,Name"
29409,"m.,Name,work"
29410,"work,m.,prayoga,Name,na"
29411,"prayoga,Name,m.,work"
29412,"river,world,MBh"
29413,"ceremony,MBh,woman"
29414,son
29416,
29417,observance
29418,
29419,work
29420,"place,chs,bathing"
29421,"L.,kind,shrub"
29422,
29423,shak
29424,town
29425,work
29426,
29427,Name
29428,
29429,work
29430,work
29431,work
29432,man
29433,work
29434,work
29435,work
29436,"Name,sons"
29437,"prayoga,work,m."
29438,"prayoga,work,m.,putrezwi"
29439,"work,padDati,f."
29440,founder
29442,work
29443,work
29444,work
29445,
29446,
29447,work
29448,
29449,work
29450,work
29451,
29452,festival
29453,work
29454,"bathing,MBh"
29455,work
29456,work
29457,work
29458,
29459,author
29460,MaitrS.
29461,MBh
29463,work
29464,river
29465,work
29466,work
29467,
29468,"river,MBh"
29469,"palate,gums,disease"
29470,metre
29471,forest
29472,"region,world"
29473,work
29474,work
29475,work
29476,work
29477,work
29478,work
29479,work
29480,
29481,work
29482,work
29483,
29484,work
29485,
29486,
29487,
29488,
29489,"cf,topics,class,works,chief,poet"
29490,"contents,works,index,°,work,number"
29491,
29492,
29493,chapter
29494,
29495,work
29496,work
29497,
29498,Name
29499,
29500,chapter
29501,work
29502,work
29503,work
29504,work
29505,work
29506,work
29507,work
29508,work
29509,work
29510,"lion,man"
29511,m.
29512,"Name,puranarka,f.,work"
29513,"purāṇārRava,Name,m.,work"
29514,"m.,Name,work,purāṇārTa"
29515,"m.,Name,chapter"
29516,work
29517,son
29519,
29520,man
29521,man
29522,"ajya,oblation,formularies,ceremony,part,morning,Ājya,hymn"
29523,work
29524,man
29525,
29526,
29527,pur
29528,constellation
29529,"triputi,tripuri,subdivisions,work,tripurī"
29530,"cf,-"
29531,"town,capital"
29532,"mendicants,disciples,orders"
29533,
29535,shiva
29536,shiva
29537,shiva
29538,shiva
29539,"river,MBh"
29540,shiva
29541,shiva
29542,BhP.
29543,
29544,"pura,mālinī,MBh"
29545,
29546,
29547,
29548,drama
29549,drama
29550,MBh
29552,son
29554,
29555,
29557,"river,L."
29558,city
29559,town
29560,man
29561,prince
29562,town
29563,"town,MBh"
29564,king
29565,"pura,author"
29566,
29567,king
29568,
29569,MaitrS.
29570,
29571,
29572,cf
29573,"cf,man"
29574,
29575,king
29576,
29577,observance
29578,"verses,recitation,passages,shrS."
29579,prince
29580,"shBr,brick,kind,ŚBr"
29581,"Name,v,river"
29582,"race,prince,monarch,son,MBh"
29584,man
29586,enemy
29587,"wife,prob,woman"
29588,"son,prince,BhP."
29589,MBh
29591,
29592,poem
29593,man
29594,man
29595,man
29596,man
29598,
29601,"patr,author,man"
29604,"patr,author,man"
29605,"patr,author,man"
29606,poem
29607,
29608,prince
29609,BhP.
29610,"cf,paurushishti,man"
29611,
29612,
29613,poet
29614,"author,man"
29615,prince
29616,
29617,form
29618,
29619,son
29620,
29621,"king,lover,cf,race"
29622,
29623,
29624,
29625,
29626,"universe,principles,minute,portions"
29627,"verses,Pada"
29629,
29630,"personages,constellations,persons"
29631,
29632,
29633,work
29634,Śak
29635,
29636,work
29637,man
29638,root
29639,
29640,"tales,Name,collection"
29641,
29642,capital
29643,prince
29644,author
29645,MBh
29647,BhP.
29648,shBr
29649,
29650,"Daś,Dash"
29651,apshr
29652,"work,signs,divination,purusha,Name"
29653,"Name,5th"
29654,"hymn,universe,puruṣa"
29655,"work,sukta,n."
29656,"work,sūkta,viDAna,sukta"
29657,"Name,sukta,f.,work"
29658,"work,sukta"
29659,"m.,work,viDi,sukta"
29660,work
29661,"m.,Name,shaunakadi,teacher"
29662,"cannibals,Name,race,east"
29663,"cannibals,Name"
29664,"m.,men"
29665,nātha
29666,"m.,Name,work"
29667,work
29668,"m.,Name,cintAmaRi,work"
29669,"praboDa,Name,m.,work"
29670,"Name,f.,work"
29671,"m.,ratnAkara,Name,work"
29672,"work,m.,sidDy,upAya,Name"
29673,"m.,Name,work,niDi"
29674,"work,sUtra"
29675,work
29676,"m.,necklace,skulls,°,shiva"
29677,"being,MBh"
29678,
29679,"sev,authors,men"
29680,"district,Name,purushottama,BrahmaP."
29681,"work,purushottama"
29682,"work,purushottama"
29683,"Name,purushottama,work"
29684,"work,purushottama"
29685,"purushottama,n."
29686,"prayoga,work,puruṣottama,purushottama"
29687,"work,purushottama"
29688,"work,purushottama"
29689,"work,purI,purushottama"
29690,"m.,prakASa,purushottama,work,viDi,kzetra"
29691,"m.,work,purushottama"
29692,"work,purushottama"
29693,"m.,work,purushottama"
29694,"work,purushottama"
29695,"work,purushottama,n."
29696,"MBh,man"
29697,attendant
29698,"horses,pace"
29699,princes
29700,princes
29701,prince
29703,
29704,man
29705,"Praja,mind,rishi,sons,patis,sages,Ṛṣi"
29706,
29707,
29708,work
29709,
29710,"Praja,mind,rishi,sons,patis,sages,Ṛṣi"
29711,star
29712,
29713,
29714,MBh
29716,"g.,ajiradi,river"
29717,
29718,king
29719,"serpent,maid"
29720,
29721,king
29722,MBh
29723,king
29725,man
29726,man
29727,
29728,"cf,man"
29729,"daughter,demon,MBh"
29730,"Name,daughter"
29731,"Name,conqueror,Puloman"
29732,"m.,Name,enemy,°"
29733,"order,imprecation,m.,violation,daughter,destroyer,law,P,°,consequent,Name,father"
29734,"order,imprecation,m.,violation,daughter,destroyer,law,P,°,consequent,Name,father"
29735,"m.,prince,P,lustre,°,Name"
29736,"law,demon,MBh,father"
29738,"pulimat,princes"
29739,
29740,teacher
29741,"place,pilgrimage,district"
29742,MBh
29744,
29745,wives
29746,work
29747,BhP.
29748,"place,bathing"
29749,"earth,division"
29750,BhP.
29751,.
29752,work
29753,
29754,work
29755,work
29756,work
29757,BhP.
29758,man
29759,"teacher,prob,paushkarasadi,pauṣkarasādi,apast"
29760,
29761,"m.,Name"
29762,m.
29764,"m.,Name,pushkararuRi,prince"
29765,"cf,ancients,f.,vatī,town,Name,lotuses"
29766,"Name,clouds,class"
29767,work
29768,"m.,pushkarekzaRa,puruṣa"
29769,woman
29770,prince
29771,river
29773,
29775,
29777,
29778,
29779,physician
29780,"son,residence"
29781,"city,vatī,puṣkarā"
29782,
29783,shish
29784,"ceremony,prosperity,welfare,attainment"
29785,"daughter,MBh,wife"
29787,
29788,"author,man"
29789,
29790,"drug,vriddhi"
29791,work
29792,Comm
29793,prince
29794,MBh
29795,
29796,work
29797,
29798,poet
29799,"body,health,being"
29800,
29802,"serpent,demon,MBh"
29804,town
29805,
29806,"grove,Name"
29807,
29808,author
29809,
29811,"women,farce,kind,man,woman,purpose,effort,men,W."
29812,
29813,work
29814,HParish
29815,woman
29816,"mountains,river"
29817,
29818,MBh
29819,
29821,
29822,temple
29824,
29825,prob
29826,"bloom,m.,tree,Name,flowery,diadem"
29827,"m.,bow,pushpa,love,Name,dhanus"
29828,"dhanvan,m.,bow,pushpa,love,Name"
29829,"m.,dhāraṇa,MBh,pushpa"
29830,city
29831,city
29832,poem
29833,man
29834,city
29835,river
29836,wood
29837,"essence,m.,prince,pushpa,Name"
29838,"ornament,bhūṣaṇa,Name,pushpa"
29839,Name
29840,"bherotsa,man,m.,pushpa,Name,Buddh"
29841,
29842,"worship,°,deities,poem,work"
29843,work
29844,"king,account"
29846,
29848,MBh
29850,"place,bathing,MBh"
29851,mountain
29852,work
29853,Hcar
29854,mountain
29855,"Name,river"
29856,AgP.
29857,river
29858,metre
29859,"river,MBh"
29860,
29861,"m.,work,nidhi"
29862,"Name,work"
29863,"riks,work,change"
29864,Comm
29865,
29867,
29868,works
29869,work
29870,work
29871,"work,Name"
29872,"work,Name"
29873,"Name,MBh"
29874,"m.,Name,chaplet"
29875,"bathing,-water,place,Name,MBh"
29876,"m.,son,vithi,Name,-stream,vīthi"
29877,"work,Name,n."
29878,"m.,Name,prince"
29879,"town,f.,vatī"
29880,"vanarAji,season,trees,m.,Name,v,kusumitABijYa,rows,°,flowering,forest"
29881,"mother,f.,MBh"
29882,"heaven,m.,n.,puṣpottara,Name"
29883,"river,world,f.,water,Name,MBh"
29884,"m.,Name,puṣpodBava,man"
29885,mountain
29886,"car,demon,self"
29887,forest
29888,"kubera,car,self,Name,demon"
29889,
29890,
29891,mountain
29892,
29893,month
29895,
29896,
29897,prince
29898,"patr,man"
29899,village
29900,
29901,
29902,woman
29903,cf
29904,
29905,"angirasa,author"
29906,
29907,
29908,woman
29909,man
29910,
29911,"Name,work"
29912,"king,bird,friend"
29913,work
29914,work
29915,
29916,work
29917,work
29918,work
29919,work
29920,work
29921,work
29922,
29923,work
29924,
29925,
29926,place
29927,plant
29928,"da,work"
29929,"Name,work"
29930,
29932,MBh
29933,
29934,"BrahmaP.,chapter"
29935,work
29936,"m.,destroyer,enemy,°,slayer"
29937,"m.,destroyer,enemy,°,slayer"
29938,"enemy,°,destroyer,slayer"
29939,"m.,man"
29940,"soil,Yājñ,m.,n.,hell,Name"
29941,"śṛñjaya,people"
29942,"da,n.,banks,shivaP.,putikeSvara"
29943,"vaha,m.,hell,Name,pūya"
29944,"cf,pūyoda,vaha,m.,wafer,hell,Name,pūya"
29945,woman
29946,"Pāṇ,."
29947,man
29948,author
29949,
29951,man
29952,work
29953,
29954,MBh
29956,MBh
29958,"month,Kalā"
29960,woman
29961,
29962,place
29963,
29965,
29966,author
29967,scholar
29968,
29969,author
29970,
29971,".,chapter"
29972,"serpent,demon,MBh"
29974,son
29975,"serpent,demon,MBh"
29976,man
29977,man
29978,
29979,cf
29980,
29981,author
29982,man
29983,"m.,Name,l,Car"
29984,"m.,Name,l,Car"
29985,"m.,serpent,Name,demon,MBh"
29986,river
29987,"Name,A."
29989,"m.,Name,purnananda,work"
29990,"work,pūrṇāBizeka,f.,purnaBizeka"
29991,"Name,BrahmaP.,f.,moon"
29992,"m.,MBh"
29993,"m.,Name,incarnations,A."
29994,"parṇāSA,river,f.,Name,MBh"
29995,"m.,Name,pūrṇāSrama,author"
29996,"m.,Name,purnahuti/—prayoga,work"
29997,"m.,work,pūrṇāhuti/—mantra"
29998,"m.,f.,Name,pūrṇeSa,shaktas,authoress,author"
29999,"m.,mountain"
30000,"m.,Name,prince"
30001,"deity,f."
30002,"son,brother"
30003,observance
30004,work
30005,work
30006,work
30007,
30008,tribe
30010,
30011,prince
30012,"country,east"
30014,writings
30015,
30016,work
30017,
30018,"Dṛṣṭi,work,vāda"
30019,family
30020,
30021,MBh
30022,
30023,
30024,"MBh,Brahmā"
30025,
30026,
30027,half
30028,
30029,village
30030,man
30031,
30032,
30033,"part,village"
30034,work
30035,work
30036,work
30037,work
30038,work
30039,
30040,work
30041,work
30042,work
30043,work
30044,work
30045,work
30046,work
30047,work
30048,
30049,work
30050,work
30051,city
30052,"p,man"
30053,
30055,work
30056,
30057,MBh
30058,work
30059,
30060,
30061,planet
30062,work
30063,
30064,"work,nātha"
30065,work
30066,
30067,
30068,work
30069,work
30070,work
30071,
30072,
30073,work
30074,work
30075,work
30076,"work,Name,sarasvAdinI,f."
30077,"m.,work"
30078,"work,f."
30079,"dIpikA,vfttAnta,f.,school,works,comm,Name"
30080,sev
30081,"pūrvātiTi,Name,m.,man"
30082,"m.,purvanuyoga,Dṛṣṭi,vāda,work"
30083,"granTa,work,m."
30084,"prayoga,work,m."
30085,"prayoga,work,m.,smArta"
30086,"river,f.,MBh"
30087,"m.,garden,Name,monastery"
30088,half
30089,"work,f."
30090,"man,m.,forenoon,°,Name"
30091,"pūrvezukAmaSamI,f.,village"
30092,"work,f."
30093,moon
30094,
30095,"Name,capital,sun"
30096,"man,m.,friend,°,Name"
30097,"brother,m.,son,°,MBh"
30098,"brother,m.,son,pushanuja,°,MBh"
30099,
30100,
30101,
30102,MBh
30103,"deity,sun"
30104,man
30105,
30106,shankhshr
30107,
30108,
30109,man
30110,"m.,Name,MBh,king"
30111,"mother,marriage,wives,daughter,shura,°,MBh"
30112,"son,m.,°"
30113,
30114,"m.,Name,husband,°"
30115,"m.,son,bhu,°,bhū"
30116,"wood,wife,f.,°,Name,pritharaRi"
30117,
30118,Venis
30119,"°,prithu,man"
30120,"ceremony,TBr"
30121,
30122,
30123,
30124,work
30125,
30126,MBh
30128,MBh
30129,woman
30130,author
30131,"prithivi,da"
30132,
30133,author
30134,
30135,"ceremony,apshr"
30136,princes
30137,
30138,"patr,prithu,personage,men,sovereign"
30139,
30141,"son,grandson,bindu"
30142,son
30143,daughter
30144,
30145,
30146,
30147,"Pañcat,frog"
30148,son
30149,MBh
30150,prince
30151,son
30153,
30154,"son,vrit"
30155,"son,vrit"
30156,MBh
30157,MBh
30158,daughter
30159,"MBh,man"
30161,
30163,prince
30164,
30165,"bathing,waters,n.,place,Name,MBh,bank"
30166,"m.,gupta,author"
30167,"svAmin,m.,gupta,Name,author"
30168,Name
30169,"episode,Name,PadmaP.,chapter"
30170,"m.,prince,anga,son,Name,MBh"
30171,kinds
30172,mother
30173,
30175,
30176,"A.,planet"
30177,work
30178,demon
30179,"sev,authors"
30181,man
30182,town
30183,
30184,authors
30185,authors
30186,"prince,poet"
30187,poem
30188,
30189,chapter
30190,man
30191,"prince,father"
30192,"authors,rishis,family,MBh"
30193,mother
30195,
30196,
30197,man
30198,
30199,
30200,
30201,"author,man"
30203,
30204,"MBh,pada,father"
30205,
30206,"descendants,MBh,man"
30208,
30209,
30210,"Name,man"
30211,
30212,
30213,"libation,arrangement,midday,shrS."
30214,
30215,man
30216,MBh
30217,MBh
30218,ṣṭoma
30219,
30220,
30221,"arrangement,q.v,shrS."
30222,"days,cf,period"
30223,father
30224,
30225,commentator
30226,
30227,"protection,man"
30228,father
30229,chapter
30230,man
30231,cf
30232,
30233,
30234,
30236,"teacher,prob"
30237,work
30238,"work,apshr"
30240,work
30241,"teacher,shBr,ŚBr"
30243,work
30244,work
30247,
30251,teacher
30258,work
30264,
30265,
30266,work
30267,work
30268,
30269,work
30270,work
30271,work
30272,work
30273,work
30274,work
30277,
30278,
30280,school
30282,"teacher,sage,promulgator,rig,MBh"
30283,"MBh,man"
30284,
30286,work
30289,MBh
30290,work
30291,
30294,
30295,"serpent,demon,MBh"
30296,town
30297,
30298,
30299,
30300,
30301,
30302,shrS.
30303,
30304,
30305,work
30306,work
30307,
30308,"divinity,shakti"
30309,work
30310,
30311,father
30320,
30321,work
30322,work
30323,"country,MBh,people,part"
30324,"conch,shell,MBh"
30325,
30326,school
30327,"v,city"
30328,country
30329,"woman,sugar,class,son,caste,boilers,distiller"
30330,MBh
30332,"mathura,country,pradeśa,people"
30335,
30338,"city,MBh"
30339,lake
30340,work
30342,"Name,puraka"
30344,dynasty
30345,man
30346,"prince,city,MBh"
30347,
30349,teacher
30350,teacher
30351,"MBh,east,people,north"
30352,wife
30353,
30354,MBh
30356,
30357,shrS.
30358,shrS.
30359,teacher
30360,
30362,
30363,
30366,"duty,paurna,m.,rule,sacrifice,m,prayoga,works,pāka,Name,masa"
30369,"work,māsy,adhikaraṇa"
30370,"work,paurna,m.,prayoga,pāka,Name,masa"
30371,"work,Name"
30372,"work,masezwi,māsezwi,m.,prayoga,Name"
30373,school
30378,
30383,author
30384,"m.,work"
30386,"work,Name"
30388,work
30389,"m.,work"
30391,"Name,MBh"
30392,"m.,rishi"
30393,"Name,daughter,f.,wife"
30395,"m.,paulomi,Name,husband"
30396,"m.,paulomi,°,Name,lover"
30397,"years,year,cycle"
30398,
30399,work
30400,
30401,"son,prince,MBh,king"
30402,"Name,MBh,n."
30404,work
30405,work
30406,work
30407,grammarian
30408,
30409,physician
30410,"MBh,wife"
30411,"city,purī"
30416,teacher
30417,teacher
30418,teacher
30419,"hymn,morning,shastra"
30420,work
30421,
30422,
30423,"philosopher,shaiva"
30424,
30425,Pāṇ
30426,hell
30428,"race,MBh"
30429,works
30430,"son,MBh"
30432,MBh
30433,MBh
30434,poet
30435,"princess,Rajat"
30436,author
30437,feet
30438,poet
30439,work
30440,work
30441,work
30442,work
30443,
30444,"sev,authors,men"
30445,"m.,author"
30446,"m.,Name,kashananda,author"
30447,"m.,father,man"
30448,"m.,work,Name,kashodaya"
30449,sev
30450,
30451,"work,cf"
30452,work
30453,work
30454,
30455,man
30456,"work,gram"
30457,"work,gram"
30458,"work,gram"
30459,
30460,"work,gram"
30461,"work,gram"
30462,"work,gram"
30463,"work,gram"
30464,"work,gram"
30465,"work,gram"
30466,"work,gram"
30467,"work,gram"
30468,
30469,
30470,"work,gram"
30471,"work,gram"
30472,"work,gram"
30473,"work,gram"
30474,"work,gram"
30475,"deities,class"
30476,"metres,classes"
30477,woman
30478,work
30479,
30480,work
30481,work
30482,work
30483,class
30484,work
30485,
30486,work
30487,
30488,work
30489,
30490,class
30491,
30492,work
30493,
30494,work
30495,
30496,"work,part"
30497,
30498,
30499,
30500,fire
30501,author
30502,
30503,work
30504,work
30505,"patr,rishi,Ṛṣi"
30506,"°,stanzas"
30507,MBh
30508,rite
30509,
30510,cf
30511,MBh
30513,MBh
30514,son
30515,
30516,"regent,planet"
30517,
30519,
30520,prince
30521,"bharata,Name,drama"
30522,
30523,preparation
30524,poet
30525,prince
30526,man
30527,man
30528,
30529,
30530,-
30531,poet
30532,poet
30533,metre
30534,son
30535,
30536,"sage,pati,law,giver,work"
30537,"son,prince"
30538,son
30539,"son,mada"
30540,MBh
30541,"Name,work"
30542,son
30543,
30544,monkey
30545,son
30546,"prince,jani"
30548,"Name,moon,people,prince"
30549,"shrub,offspring,f.,species,Name"
30550,"gate,dvāra,sun,praja,prajā,progeny,Name,MBh"
30551,"m.,surveyor,°,sun,Name,MBh"
30553,"Prab,Name"
30555,"prajā,creatures,m."
30556,"times,beings,authorities,n.,shiva,sun,deities,progenitors,creatures,fire,others,lords,creator"
30557,"sev,authors,men"
30558,"nurse,patr,aunt"
30559,work
30560,man
30561,
30562,BhP.
30563,
30564,man
30565,work
30566,shBr
30567,work
30568,MBh
30569,king
30570,work
30571,cf
30572,"hymn,rishi"
30574,deity
30576,work
30577,
30578,BhP.
30579,
30580,MBh
30581,MBh
30582,"king,crows,minister"
30583,man
30584,"teacher,art"
30585,
30586,work
30587,work
30588,
30589,
30590,
30591,work
30592,
30593,scholar
30594,
30595,
30596,man
30597,scholar
30598,king
30599,Buddh
30600,
30602,Buddh
30603,work
30604,work
30605,Buddh
30606,
30607,Buddh
30608,
30609,
30610,
30611,man
30612,"son,MBh"
30613,
30614,
30615,poem
30616,"river,L."
30617,work
30618,work
30619,work
30620,work
30621,"Name,f.,work"
30622,"m.,Name,work,nirRaya"
30623,work
30624,work
30625,"section,work,lata,name"
30626,man
30627,"plant,jihvā"
30628,"plant,jihvā"
30629,"MBh,man"
30630,king
30631,author
30632,
30633,
30634,work
30635,work
30636,man
30637,town
30638,"works,sev"
30639,
30640,king
30641,work
30642,"king,works,others,-"
30643,drama
30644,"king,work"
30645,"king,work"
30646,
30648,
30649,
30650,
30651,king
30652,author
30653,author
30654,"m.,sev,princes"
30655,"work,prob.=,m.,°,parudriya,Name"
30656,sun
30657,
30658,"descendant,author"
30660,work
30661,king
30662,"sect,chief"
30663,
30664,"sev,men"
30665,chapters
30666,MBh
30667,
30668,"hymn,descendant,author"
30670,
30671,daughter
30672,man
30673,
30674,"king,mountains,MBh,part"
30676,MBh
30677,
30678,
30679,"MBh,attendant"
30680,"son,prince,cf,BhP."
30681,"son,MBh,king"
30682,
30683,"personage,daughters"
30684,"personage,father"
30685,work
30686,work
30687,
30688,work
30689,work
30690,work
30691,work
30692,work
30693,
30694,
30695,work
30696,
30697,work
30698,work
30699,son
30700,
30701,work
30702,work
30703,"objects,functions"
30704,
30705,
30706,TBr
30707,"class,demons"
30708,W.
30709,
30710,
30711,work
30712,work
30713,work
30714,work
30715,work
30716,
30717,
30718,work
30719,
30720,
30721,
30722,"teacher,VBr,rishi,epithet,Ṛṣi"
30723,poet
30724,"prob,q.v"
30725,
30726,"atreya,author"
30727,"priest,shrS."
30728,
30729,
30730,"bidadi,man"
30731,"works,sev"
30732,
30733,chapter
30734,metre
30735,work
30736,
30737,work
30738,work
30739,
30740,work
30741,
30742,Buddh
30743,work
30744,work
30745,work
30746,work
30747,work
30748,
30749,"Name,verses,r"
30750,author
30751,son
30752,prince
30753,"son,sena,MBh"
30754,"son,BhP."
30755,father
30756,
30757,MBh
30759,
30760,
30761,work
30762,
30763,work
30764,work
30765,work
30766,work
30767,work
30768,work
30769,work
30770,work
30771,work
30772,work
30773,work
30774,work
30775,work
30776,work
30777,work
30778,work
30779,work
30780,work
30781,work
30782,work
30783,work
30784,work
30785,
30786,
30787,priest
30788,"confluence,opposite,town,MBh,bank"
30789,locality
30790,"consecration,erection,image,deity,work"
30791,"work,Name"
30792,A.
30793,"m.,Name,prapta,prāpta"
30794,"Name,f."
30795,"shBr,formulas,demons,verses,ŚBr"
30796,"minerals,process"
30797,MBh
30798,"assistant,priests,shrS."
30799,"king,son"
30800,"syllables,hymns,shrS."
30801,"weapons,formula"
30802,work
30803,
30804,"forms,hymns"
30805,"shBr,man"
30806,"kings,family"
30807,"divinity,MBh"
30808,"m.,prince,sena,Buddh"
30809,
30810,"m.,Name,tASva,prince"
30811,"prakāśikā,prakashika,pratyaya,f.,tattva,work"
30812,"work,mālā,pratyaya,f.,Name"
30813,"m.,Name,work,vyUha"
30814,"m.,Name,indh,prince"
30815,MBh
30816,"work,gram"
30817,
30818,prince
30819,son
30820,apast
30821,
30822,work
30823,BhP.
